id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text
3759,"person, person, person, person, person, person",happy,white,woman,35,35-44 years,what's the difference  between hillary and putin?  putin actually wins the  elections he rigs.
3764,person,sad,middle eastern,man,36,35-44 years,"The text in the image is:  ""my black flag brings all the goats to the yard  and they're like allah akbar and then I'll put a bomb in a car. I'd teach u but I have no arms"""
3765,"person, cup",,,,,,american kids all across american storefronts!!! freeway off n on ramps!!! street corners!!! begging for $$$ for the re-alcohol!!! n drugs!!!
3789,"person, tie",sad,white,man,29,25-34 years,The text in the image reads:  - anne frankly - i don't care
3794,"person, person, person, person, person, person, person, person, backpack, person, handbag, person, person, handbag, handbag, kite",,,,,,The text in the image is:  - tranny jesus - died for your - eyebrows
3795,"person, tie, person",neutral,asian,man,37,35-44 years,even i can see you're a cunt
3798,"person, person",,,,,,"hey, i just met you and this is crazy but here's your number...  so camping, maybe?"
3841,person,,,,,,when i grow up...  lol nevermind
3845,"person, motorcycle, tie",fear,black,man,40,35-44 years,rev al sharpton  that gorilla was 17 black and unarmed
3847,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep",happy,middle eastern,man,35,35-44 years,meanwhile at the isis strip club
3849,"truck, person, traffic light, person",,,,,,gmc short for give me cock
3854,person,sad,white,man,28,25-34 years,did a lot of medical research didn't hurt any animals
3861,person,neutral,white,man,43,35-44 years,when you realize you fought on the wrong side during WWII
3864,"person, tie",fear,middle eastern,man,24,18-24 years,you can't be the victim of a school shooting if you're the school shooter
3865,"person, frisbee, dog, teddy bear",,,,,,after 3 million years of evolution  we still love to relax
3869,"bird, person, bird, bird",,,,,,a mother's love for the child is a divine thing
3871,"person, person, person, person, person, person, person, person, tie, person, tie, person",,,,,,"The text in the image is:  ""justin trudeau the imam of canada"""
3874,"person, handbag, umbrella, umbrella",,,,,,one of the poor defenseless refugees we hear about  she's smuggling 31 pounds of pure heroin
3875,"dog, teddy bear",happy,white,man,37,35-44 years,we're glad you're home the russians pooped in the hallway!
3896,person,sad,white,man,28,25-34 years,"The text in the image reads:  ""let me salute to hitler the great he said 'i would have killed all the jews of the world, but i kept some to show the world why i killed them'"""
3917,"person, person, person, tie, person",,,,,,attacking a person for who they are or where  they're from is an attack on their people and culture as a whole
3924,"bottle, person",,,,,,three k's a day keeps the minorities away
3927,"person, person, horse, person, person, cow, cow, cow, cow, person, cow",,,,,,after group sex mohammed is very tired
3942,"person, cell phone, car, person",,,,,,they're just like anyone else
3947,chair,,,,,,no one: steven hawking:
3957,clock,,,,,,lawn darts  muslim style
3962,"person, dining table, wine glass, chair, chair, cup",,,,,,where's my water?
3968,"person, person",,,,,,when you're watching the #roots remake  but you're in an interracial relationship
3971,"person, person",,,,,,so i was sucking on her t * ts then the husband walks in and i
3976,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"warning ""every"" country that has become involved in muslim immigration has eventually become an islamic state and don't the fate of your country will be any different islam is a cancer for which there is no cure"
3981,"person, cell phone",fear,black,man,30,25-34 years,siri take me home starting route to gym
3984,"person, baseball bat, tie",neutral,indian,man,27,25-34 years,when your brother sucks at driving
3987,person,,,,,,the newest hate group the dumb stupid klan
4125,"person, person, cup, person, person, chair, chair",fear,white,man,50,45-54 years,Sorry I'm late have the racist comments started yet?
4126,person,,,,,,"hitler be like ""you sure i killed 6 million? they aint up here"
4127,"person, person, person, person, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, person, chair, tennis racket, tennis racket, tennis racket",,,,,,here we go again. us paralympics team refuses to stand during st..
4132,"person, person, person, cell phone",,,,,,"dear ""dad"". i did it without you. love, the daughter you left behind."
4135,"person, person, tie, book, book, book, book",,,,,,there's only one race the human race  and that thing on the right? that's a monkey in human clothes
4138,dog,,,,,,what do a bicycle and a nigger have in common? neither works without chains
4152,"horse, person, person, person, horse, truck, person, person, person, person, person, dog",,,,,,over 50 south africans lost their lives after police opened fire during a protest
4153,person,,,,,,"let's end racism  I HAVE A DREAM Martin Luther King Jr. The March on Washington for Jobs and Freedom August 28, 1963"
4156,"person, tie",angry,middle eastern,man,28,25-34 years,me after i take that first sip of mcdonald'ss sprite  kwispy
4157,"person, cup, cup, sink, spoon",,,,,,a real man... loads the dishwasher every night!!
4162,person,,,,,,one of the most brilliant minds in science
4163,"person, person, pizza",happy,asian,man,41,35-44 years,"The text in the image says:  ""I will kill this white man ooo wwe fans"""
4175,"person, tie, person",neutral,white,man,40,35-44 years,"The text in the image is:  ""im not racist because racism is a crime and crime is for black people"""
4183,"person, person, person, person, person, person, person, person, person, handbag, person, backpack, person, person, backpack",sad,white,woman,36,35-44 years,back off murderers FAT POWER we fight for justice
4185,"horse, person, person, horse",,,,,,when you need a diaper because you're a still a baby
4187,"person, person, person, person, umbrella, person, person, person, umbrella, dining table",angry,white,man,33,25-34 years,this is how muslims celebrate new year
4217,"cell phone, person, scissors",,,,,,have a coke and a smile.  regen: always  coca cola coke adds life. ma: nevermore coca cola
4239,,,,,,,when you fart in crowd and try to look normal
4253,person,,,,,,"The text in the image reads ""sad world history."""
4256,"car, car, traffic light, car, traffic light, person",,,,,,me and styrofoam... yup...both white trash
4257,"person, person, person, tie, tie, person, handbag, person, person, couch, couch, chair, person",,,,,,"how sad it must be for supporters - believing that scientist, scholars, historians, economist, and journalists have devoted their entire lives to deceiving america, while a reality-tv star with decades of fraud and exhaustively-documented lying is your beacon of honesty"
4263,person,neutral,middle eastern,man,44,35-44 years,holocaust jokes are offensive ann frankly aren't funny
4265,"person, horse, person, person, horse, person, person, person, person, person",,,,,,"The text in the image says ""farming simulator 1800."""
4267,"toothbrush, person, person",happy,white,man,34,25-34 years,I'm not saying it was muslims but it was muslims
4268,"person, person, person, person, person, person",,,,,,guess which one is which? 1. transgender; 2. suicide bomber or 3. a floor lamp
4273,person,neutral,white,woman,31,25-34 years,have you seen my bag
4278,person,,,,,,never let someone who has done nothing  tell you how to do anything
4281,"person, frisbee",,,,,,"The text in the image is:  - ""patty cake patty cake butthole"" - ""hand i got tourettes syndrome"" - ""chicken fuc ked ham"""
4287,person,,,,,,"that's it, back to the kitchen! where's my sammich?  women's day is over!"
4295,person,fear,asian,man,41,35-44 years,when black people say they are native american
4296,"bicycle, person, person, tie",neutral,white,man,28,25-34 years,"The text in the image reads:  ""now imagine if native american cowboys rode bicycles"""
4316,cat,,,,,,"algebra and geometry are fine, but graphing is where you draw a line"
4319,"person, person",,,,,,"sometimes, you have to water your farm equipment so it doesn't overheat"
4321,person,fear,white,woman,35,35-44 years,"""If that uckin bastard wins, we're all going to hang from nooses! You better fix this shit!""  -hillary clinton email to donna brazile october 17, 2016"
4325,"person, dining table, cup, wine glass",,,,,,it's a 3-day weekend pace yourself
4326,"cup, person, spoon, bowl, cell phone, dining table, bottle",,,,,,when the chow mein was on point but you kinda miss your cat
4328,"person, person, person, horse",,,,,,if only dogs could pick up after themselves
4356,person,happy,latino hispanic,man,30,25-34 years,i only wear silk panties cotton ones remind me of slavery
4361,,,,,,,"The text in the image reads:  ""islam turning every single country it touches into a shithole for over 1400 years"""
4372,person,,,,,,my sister gave me this  haircut after i fucked her.
4379,"car, person, person, person, person, person, person, person, person, person, person",,,,,,The text in the image is:  ``` tfw you hear that you should be able to walk again with 2 months of pt ```
4387,"person, bowl, person, bottle, person, cup, person, chair, cup, chair, chair, spoon, oven, dining table, chair, bowl, oven, bowl, spoon",,,,,,"sit down kids, i will now tell you how i met your mother"
