id,detected_objects,Dominant Emotion,Dominant Race,gender,age,age_group,text,sentiment_analysis
3568,"person, person, tie, tie",happy,asian,man,39,35-44 years,time to play rich VS the constitution,bad
3574,"cow, dog",,,,,,pull up your pants and back away from the goat!!,good
3591,person,surprise,white,woman,28,25-34 years,"joins the democrat party to indulge in deep seated supremacist proclivities.  ""helping"" minorities also loves black cock",bad
3615,person,,,,,,joke time 3 muslims walk into a bar..,bad
3624,person,sad,middle eastern,man,39,35-44 years,just a traditional muslim man with a beard,neutral
3629,dog,,,,,,hey man you gotta go home my parents are fighting again,bad
3642,"person, person, sheep, horse, car, person, person, bicycle",,,,,,when you catch your goat with another man,neutral
3659,person,,,,,,"""I hope the electoral college gets beat in the NCAA tournament""",bad
3675,"person, vase",,,,,,because of trump i got fired from my job,neutral
3678,person,,,,,,lock her up and throw away the key,neutral
3681,"person, tie",,,,,,when you're muslim  but you have oil,bad
3685,"person, person, person, backpack, backpack, backpack",,,,,,not all angels reside in heaven..  many walk the battlefield..,neutral
3691,"person, person, person, person, book, person, person, person, person, chair, person, person, laptop, keyboard, chair",,,,,,"The text in the image reads:  ""koran class with the rohingya people""",bad
3715,,,,,,,great at making martinis terrible at stealing tambourines,bad
3718,"sheep, person, sheep, sheep, sheep, sheep, sheep",happy,middle eastern,man,42,35-44 years,baaaa-utiful,bad
3728,person,,,,,,"stalin: if you invade us, you break our agreement hitler: A LAST APPEAL TO REASON BY ADOLF HITLER Speech before the Reichstag, 19 July, 1940 World War II: Europe's Tragic quicksaving...",bad
3745,"person, mouse, laptop, cup, person, cup",happy,white,woman,26,25-34 years,your order comes to $37.50  and your white privilege discount brings the total to $37.50,bad
3751,"person, remote, person, tv, potted plant",,,,,,"The text in the image is:  ""I yelled catch! I swear I thought she was ready""",bad
3756,"banana, backpack, person, person",,,,,,white people have no right to live in africa... but it's a blackman's right to live in any european country he chooses?,good
3759,"person, person, person, person, person, person",happy,white,woman,35,35-44 years,what's the difference  between hillary and putin?  putin actually wins the  elections he rigs.,bad
3764,person,sad,middle eastern,man,36,35-44 years,"The text in the image is:  ""my black flag brings all the goats to the yard  and they're like allah akbar and then I'll put a bomb in a car. I'd teach u but I have no arms""",neutral
3765,"person, cup",,,,,,american kids all across american storefronts!!! freeway off n on ramps!!! street corners!!! begging for $$$ for the re-alcohol!!! n drugs!!!,neutral
3789,"person, tie",sad,white,man,29,25-34 years,The text in the image reads:  - anne frankly - i don't care,bad
3794,"person, person, person, person, person, person, person, person, backpack, person, handbag, person, person, handbag, handbag, kite",,,,,,The text in the image is:  - tranny jesus - died for your - eyebrows,neutral
3795,"person, tie, person",neutral,asian,man,37,35-44 years,even i can see you're a cunt,bad
3798,"person, person",,,,,,"hey, i just met you and this is crazy but here's your number...  so camping, maybe?",bad
3841,person,,,,,,when i grow up...  lol nevermind,neutral
3845,"person, motorcycle, tie",fear,black,man,40,35-44 years,rev al sharpton  that gorilla was 17 black and unarmed,bad
3847,"person, sheep, sheep, sheep, sheep, person, sheep, sheep, sheep, person, person, person, sheep",happy,middle eastern,man,35,35-44 years,meanwhile at the isis strip club,bad
3849,"truck, person, traffic light, person",,,,,,gmc short for give me cock,bad
3854,person,sad,white,man,28,25-34 years,did a lot of medical research didn't hurt any animals,neutral
3861,person,neutral,white,man,43,35-44 years,when you realize you fought on the wrong side during WWII,bad
3864,"person, tie",fear,middle eastern,man,24,18-24 years,you can't be the victim of a school shooting if you're the school shooter,bad
3865,"person, frisbee, dog, teddy bear",,,,,,after 3 million years of evolution  we still love to relax,bad
3869,"bird, person, bird, bird",,,,,,a mother's love for the child is a divine thing,bad
3871,"person, person, person, person, person, person, person, person, tie, person, tie, person",,,,,,"The text in the image is:  ""justin trudeau the imam of canada""",bad
3874,"person, handbag, umbrella, umbrella",,,,,,one of the poor defenseless refugees we hear about  she's smuggling 31 pounds of pure heroin,neutral
3875,"dog, teddy bear",happy,white,man,37,35-44 years,we're glad you're home the russians pooped in the hallway!,bad
3896,person,sad,white,man,28,25-34 years,"The text in the image reads:  ""let me salute to hitler the great he said 'i would have killed all the jews of the world, but i kept some to show the world why i killed them'""",good
3917,"person, person, person, tie, person",,,,,,attacking a person for who they are or where  they're from is an attack on their people and culture as a whole,neutral
3924,"bottle, person",,,,,,three k's a day keeps the minorities away,bad
3927,"person, person, horse, person, person, cow, cow, cow, cow, person, cow",,,,,,after group sex mohammed is very tired,good
3942,"person, cell phone, car, person",,,,,,they're just like anyone else,good
3947,chair,,,,,,no one: steven hawking:,bad
3957,clock,,,,,,lawn darts  muslim style,bad
3962,"person, dining table, wine glass, chair, chair, cup",,,,,,where's my water?,bad
3968,"person, person",,,,,,when you're watching the #roots remake  but you're in an interracial relationship,bad
3971,"person, person",,,,,,so i was sucking on her t * ts then the husband walks in and i,bad
3976,"person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person, person",,,,,,"warning ""every"" country that has become involved in muslim immigration has eventually become an islamic state and don't the fate of your country will be any different islam is a cancer for which there is no cure",bad
3981,"person, cell phone",fear,black,man,30,25-34 years,siri take me home starting route to gym,bad
3984,"person, baseball bat, tie",neutral,indian,man,27,25-34 years,when your brother sucks at driving,bad
3987,person,,,,,,the newest hate group the dumb stupid klan,bad
4125,"person, person, cup, person, person, chair, chair",fear,white,man,50,45-54 years,Sorry I'm late have the racist comments started yet?,bad
4126,person,,,,,,"hitler be like ""you sure i killed 6 million? they aint up here",good
4127,"person, person, person, person, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, tennis racket, person, chair, tennis racket, tennis racket, tennis racket",,,,,,here we go again. us paralympics team refuses to stand during st..,bad
4132,"person, person, person, cell phone",,,,,,"dear ""dad"". i did it without you. love, the daughter you left behind.",bad
4135,"person, person, tie, book, book, book, book",,,,,,there's only one race the human race  and that thing on the right? that's a monkey in human clothes,bad
4138,dog,,,,,,what do a bicycle and a nigger have in common? neither works without chains,bad
4152,"horse, person, person, person, horse, truck, person, person, person, person, person, dog",,,,,,over 50 south africans lost their lives after police opened fire during a protest,bad
4153,person,,,,,,"let's end racism  I HAVE A DREAM Martin Luther King Jr. The March on Washington for Jobs and Freedom August 28, 1963",neutral
4156,"person, tie",angry,middle eastern,man,28,25-34 years,me after i take that first sip of mcdonald'ss sprite  kwispy,good
4157,"person, cup, cup, sink, spoon",,,,,,a real man... loads the dishwasher every night!!,bad
4162,person,,,,,,one of the most brilliant minds in science,neutral
4163,"person, person, pizza",happy,asian,man,41,35-44 years,"The text in the image says:  ""I will kill this white man ooo wwe fans""",bad
4175,"person, tie, person",neutral,white,man,40,35-44 years,"The text in the image is:  ""im not racist because racism is a crime and crime is for black people""",bad
4183,"person, person, person, person, person, person, person, person, person, handbag, person, backpack, person, person, backpack",sad,white,woman,36,35-44 years,back off murderers FAT POWER we fight for justice,bad
4185,"horse, person, person, horse",,,,,,when you need a diaper because you're a still a baby,neutral
4187,"person, person, person, person, umbrella, person, person, person, umbrella, dining table",angry,white,man,33,25-34 years,this is how muslims celebrate new year,bad
4217,"cell phone, person, scissors",,,,,,have a coke and a smile.  regen: always  coca cola coke adds life. ma: nevermore coca cola,bad
4239,,,,,,,when you fart in crowd and try to look normal,neutral
4253,person,,,,,,"The text in the image reads ""sad world history.""",bad
4256,"car, car, traffic light, car, traffic light, person",,,,,,me and styrofoam... yup...both white trash,bad
4257,"person, person, person, tie, tie, person, handbag, person, person, couch, couch, chair, person",,,,,,"how sad it must be for supporters - believing that scientist, scholars, historians, economist, and journalists have devoted their entire lives to deceiving america, while a reality-tv star with decades of fraud and exhaustively-documented lying is your beacon of honesty",good
4263,person,neutral,middle eastern,man,44,35-44 years,holocaust jokes are offensive ann frankly aren't funny,bad
4265,"person, horse, person, person, horse, person, person, person, person, person",,,,,,"The text in the image says ""farming simulator 1800.""",bad
4267,"toothbrush, person, person",happy,white,man,34,25-34 years,I'm not saying it was muslims but it was muslims,bad
4268,"person, person, person, person, person, person",,,,,,guess which one is which? 1. transgender; 2. suicide bomber or 3. a floor lamp,bad
4273,person,neutral,white,woman,31,25-34 years,have you seen my bag,bad
4278,person,,,,,,never let someone who has done nothing  tell you how to do anything,neutral
4281,"person, frisbee",,,,,,"The text in the image is:  - ""patty cake patty cake butthole"" - ""hand i got tourettes syndrome"" - ""chicken fuc ked ham""",bad
